,vertex,moves,neighbors
978,"[['u3', 'u6', 'f7', 'u2', 'u5', 'r4', 'u1', 'u4', 'r1'], ['b1', 'b2', 'b3', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['l1', 'l2', 'u9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['f3', 'f6', 'l9', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['d1', 'r2', 'r3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'fp', 'up']","[['u3', 'u6', 'f7', 'u2', 'u5', 'r4', 'u1', 'u4', 'r1'], ['b1', 'b2', 'b3', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['l1', 'l2', 'u9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['f3', 'f6', 'l9', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['d1', 'r2', 'r3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
979,"[['f3', 'u2', 'u3', 'f2', 'u5', 'u6', 'f1', 'r4', 'f7'], ['u9', 'u8', 'u7', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['l3', 'f6', 'l9', 'd8', 'f5', 'l8', 'd9', 'f4', 'l7'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['b1', 'b2', 'r1', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['r9', 'l6', 'b9', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]","['d', 'fp', 'lp']","[['f3', 'u2', 'u3', 'f2', 'u5', 'u6', 'f1', 'r4', 'f7'], ['u9', 'u8', 'u7', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['l3', 'f6', 'l9', 'd8', 'f5', 'l8', 'd9', 'f4', 'l7'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'd7', 'f8', 'f9'], ['b1', 'b2', 'r1', 'b4', 'b5', 'u4', 'r7', 'r8', 'u1'], ['r9', 'l6', 'b9', 'b6', 'd5', 'd2', 'b3', 'd6', 'd3']]"
980,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'd1', 'd4', 'd7'], ['l1', 'l2', 'f7', 'l4', 'l5', 'r4', 'b7', 'b8', 'r1'], ['l9', 'l8', 'l7', 'f6', 'f5', 'f4', 'f3', 'f2', 'f1'], ['b9', 'r2', 'r3', 'l6', 'r5', 'r6', 'l3', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['u9', 'u8', 'u7', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'fp', 'fp']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'd1', 'd4', 'd7'], ['l1', 'l2', 'f7', 'l4', 'l5', 'r4', 'b7', 'b8', 'r1'], ['l9', 'l8', 'l7', 'f6', 'f5', 'f4', 'f3', 'f2', 'f1'], ['b9', 'r2', 'r3', 'l6', 'r5', 'r6', 'l3', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['u9', 'u8', 'u7', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
981,"[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'r1', 'r4', 'b1'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['f3', 'f6', 'u3', 'f2', 'f5', 'u6', 'f1', 'f4', 'f7'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'd1', 'd4', 'd7'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'b9', 'r8', 'r9'], ['l3', 'l6', 'l9', 'd8', 'd5', 'l8', 'd9', 'd6', 'l7']]","['d', 'fp', 'rp']","[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'r1', 'r4', 'b1'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['f3', 'f6', 'u3', 'f2', 'f5', 'u6', 'f1', 'f4', 'f7'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'd1', 'd4', 'd7'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'b9', 'r8', 'r9'], ['l3', 'l6', 'l9', 'd8', 'd5', 'l8', 'd9', 'd6', 'l7']]"
982,"[['b7', 'l4', 'l1', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['d9', 'l2', 'u9', 'd6', 'l5', 'u8', 'd3', 'b8', 'u7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['d1', 'r2', 'u1', 'd4', 'r5', 'u2', 'd7', 'f8', 'u3'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'f9', 'r6', 'r3']]","['d', 'fp', 'bp']","[['b7', 'l4', 'l1', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['d9', 'l2', 'u9', 'd6', 'l5', 'u8', 'd3', 'b8', 'u7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['d1', 'r2', 'u1', 'd4', 'r5', 'u2', 'd7', 'f8', 'u3'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['l3', 'l6', 'b9', 'd8', 'd5', 'd2', 'f9', 'r6', 'r3']]"
983,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'f1', 'f4', 'l7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'd7', 'f8', 'f9'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'u7'], ['b9', 'd2', 'd3', 'l6', 'd5', 'd6', 'l3', 'd8', 'd9']]","['d', 'fp', 'dp']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'r1', 'r4', 'f7'], ['l1', 'l2', 'u9', 'l4', 'l5', 'u8', 'f1', 'f4', 'l7'], ['f3', 'f6', 'l9', 'f2', 'f5', 'l8', 'd7', 'f8', 'f9'], ['d1', 'r2', 'r3', 'd4', 'r5', 'r6', 'r7', 'r8', 'r9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'b7', 'b8', 'u7'], ['b9', 'd2', 'd3', 'l6', 'd5', 'd6', 'l3', 'd8', 'd9']]"
984,"[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'b1', 'b4', 'r7'], ['f1', 'f2', 'u3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['r3', 'r6', 'f9', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['d3', 'b2', 'b3', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['l1', 'l2', 'l3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]","['d', 'rp', 'u']","[['u7', 'u4', 'u1', 'u8', 'u5', 'u2', 'b1', 'b4', 'r7'], ['f1', 'f2', 'u3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['r3', 'r6', 'f9', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['d3', 'b2', 'b3', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['l1', 'l2', 'l3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]"
985,"[['r9', 'u2', 'r7', 'b6', 'u5', 'b4', 'b3', 'u8', 'b1'], ['b7', 'l4', 'l1', 'b8', 'l5', 'l2', 'b9', 'l6', 'l3'], ['u1', 'f2', 'u3', 'u4', 'f5', 'u6', 'u7', 'l8', 'u9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['d3', 'b2', 'd9', 'd2', 'b5', 'd8', 'd1', 'r8', 'd7'], ['f1', 'd4', 'f3', 'f4', 'd5', 'f6', 'l7', 'd6', 'l9']]","['d', 'rp', 'l']","[['r9', 'u2', 'r7', 'b6', 'u5', 'b4', 'b3', 'u8', 'b1'], ['b7', 'l4', 'l1', 'b8', 'l5', 'l2', 'b9', 'l6', 'l3'], ['u1', 'f2', 'u3', 'u4', 'f5', 'u6', 'u7', 'l8', 'u9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['d3', 'b2', 'd9', 'd2', 'b5', 'd8', 'd1', 'r8', 'd7'], ['f1', 'd4', 'f3', 'f4', 'd5', 'f6', 'l7', 'd6', 'l9']]"
986,"[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'b9', 'l6', 'l3'], ['l1', 'l2', 'd7', 'l4', 'l5', 'd4', 'b7', 'b8', 'f3'], ['l7', 'f4', 'f1', 'l8', 'f5', 'f2', 'u9', 'u6', 'u3'], ['u7', 'r6', 'f9', 'u8', 'r5', 'f8', 'b1', 'r4', 'f7'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['r1', 'r2', 'r3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]","['d', 'rp', 'f']","[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'b9', 'l6', 'l3'], ['l1', 'l2', 'd7', 'l4', 'l5', 'd4', 'b7', 'b8', 'f3'], ['l7', 'f4', 'f1', 'l8', 'f5', 'f2', 'u9', 'u6', 'u3'], ['u7', 'r6', 'f9', 'u8', 'r5', 'f8', 'b1', 'r4', 'f7'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['r1', 'r2', 'r3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]"
987,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'rp', 'r']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
988,"[['f9', 'f8', 'f7', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['r7', 'l2', 'l3', 'u2', 'l5', 'l6', 'u1', 'b8', 'b9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['r3', 'r6', 'l9', 'r2', 'r5', 'd6', 'r1', 'r4', 'd9'], ['d1', 'd2', 'd3', 'r8', 'b5', 'b2', 'r9', 'b6', 'b3'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'l1', 'l4', 'b7']]","['d', 'rp', 'b']","[['f9', 'f8', 'f7', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['r7', 'l2', 'l3', 'u2', 'l5', 'l6', 'u1', 'b8', 'b9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['r3', 'r6', 'l9', 'r2', 'r5', 'd6', 'r1', 'r4', 'd9'], ['d1', 'd2', 'd3', 'r8', 'b5', 'b2', 'r9', 'b6', 'b3'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'l1', 'l4', 'b7']]"
989,"[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'd1', 'r8', 'r9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'b7', 'b8', 'b9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'l7', 'l8', 'u9'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'r1', 'r4', 'f7'], ['d9', 'd8', 'd7', 'd6', 'd5', 'd4', 'l9', 'f6', 'f3']]","['d', 'rp', 'd']","[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'd1', 'r8', 'r9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'b7', 'b8', 'b9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'l7', 'l8', 'u9'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'r1', 'r4', 'f7'], ['d9', 'd8', 'd7', 'd6', 'd5', 'd4', 'l9', 'f6', 'f3']]"
990,"[['r7', 'b4', 'b1', 'u2', 'u5', 'u8', 'u1', 'u4', 'u7'], ['d3', 'b2', 'b3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['l1', 'l2', 'l3', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['f1', 'f2', 'u3', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['r3', 'r6', 'f9', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]","['d', 'rp', 'up']","[['r7', 'b4', 'b1', 'u2', 'u5', 'u8', 'u1', 'u4', 'u7'], ['d3', 'b2', 'b3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['l1', 'l2', 'l3', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['f1', 'f2', 'u3', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['r3', 'r6', 'f9', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]"
991,"[['f1', 'u2', 'r7', 'f4', 'u5', 'b4', 'l7', 'u8', 'b1'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['d7', 'f2', 'u3', 'd8', 'f5', 'u6', 'd9', 'l8', 'u9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['d3', 'b2', 'u7', 'd2', 'b5', 'u4', 'd1', 'r8', 'u1'], ['r9', 'd4', 'f3', 'b6', 'd5', 'f6', 'b3', 'd6', 'l9']]","['d', 'rp', 'lp']","[['f1', 'u2', 'r7', 'f4', 'u5', 'b4', 'l7', 'u8', 'b1'], ['l3', 'l6', 'b9', 'l2', 'l5', 'b8', 'l1', 'l4', 'b7'], ['d7', 'f2', 'u3', 'd8', 'f5', 'u6', 'd9', 'l8', 'u9'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'r1', 'r4', 'f7'], ['d3', 'b2', 'u7', 'd2', 'b5', 'u4', 'd1', 'r8', 'u1'], ['r9', 'd4', 'f3', 'b6', 'd5', 'f6', 'b3', 'd6', 'l9']]"
992,"[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'r3', 'r2', 'r1'], ['l1', 'l2', 'b1', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['u3', 'u6', 'u9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['f3', 'r6', 'f9', 'd4', 'r5', 'f8', 'd7', 'r4', 'f7'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['l3', 'l6', 'b9', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]","['d', 'rp', 'fp']","[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'r3', 'r2', 'r1'], ['l1', 'l2', 'b1', 'l4', 'l5', 'u8', 'b7', 'b8', 'u7'], ['u3', 'u6', 'u9', 'f2', 'f5', 'l8', 'f1', 'f4', 'l7'], ['f3', 'r6', 'f9', 'd4', 'r5', 'f8', 'd7', 'r4', 'f7'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'd1', 'r8', 'r9'], ['l3', 'l6', 'b9', 'd8', 'd5', 'f6', 'd9', 'd6', 'l9']]"
993,"[['u1', 'u2', 'd1', 'u4', 'u5', 'd2', 'u7', 'u8', 'd3'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'r7', 'f4', 'f5', 'b4', 'l7', 'l8', 'b1'], ['f9', 'f8', 'f7', 'r6', 'r5', 'r4', 'r3', 'r2', 'r1'], ['l9', 'b2', 'b3', 'f6', 'b5', 'b6', 'f3', 'r8', 'r9'], ['d7', 'd4', 'u3', 'd8', 'd5', 'u6', 'd9', 'd6', 'u9']]","['d', 'rp', 'rp']","[['u1', 'u2', 'd1', 'u4', 'u5', 'd2', 'u7', 'u8', 'd3'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'r7', 'f4', 'f5', 'b4', 'l7', 'l8', 'b1'], ['f9', 'f8', 'f7', 'r6', 'r5', 'r4', 'r3', 'r2', 'r1'], ['l9', 'b2', 'b3', 'f6', 'b5', 'b6', 'f3', 'r8', 'r9'], ['d7', 'd4', 'u3', 'd8', 'd5', 'u6', 'd9', 'd6', 'u9']]"
994,"[['b7', 'l4', 'l1', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['d9', 'l2', 'l3', 'd6', 'l5', 'l6', 'l9', 'b8', 'b9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['r3', 'r6', 'u1', 'r2', 'r5', 'u2', 'r1', 'r4', 'r7'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'd3', 'd2', 'd1'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'f7', 'f8', 'f9']]","['d', 'rp', 'bp']","[['b7', 'l4', 'l1', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['d9', 'l2', 'l3', 'd6', 'l5', 'l6', 'l9', 'b8', 'b9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'l7', 'l8', 'u9'], ['r3', 'r6', 'u1', 'r2', 'r5', 'u2', 'r1', 'r4', 'r7'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'd3', 'd2', 'd1'], ['d7', 'd4', 'f3', 'd8', 'd5', 'f6', 'f7', 'f8', 'f9']]"
995,"[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'u9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'r1', 'r4', 'f7'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'd1', 'r8', 'r9'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'b7', 'b8', 'b9'], ['f3', 'f6', 'l9', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]","['d', 'rp', 'dp']","[['u1', 'u2', 'r7', 'u4', 'u5', 'b4', 'u7', 'u8', 'b1'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'l7', 'l8', 'u9'], ['f1', 'f2', 'u3', 'f4', 'f5', 'u6', 'r1', 'r4', 'f7'], ['r3', 'r6', 'f9', 'r2', 'r5', 'f8', 'd1', 'r8', 'r9'], ['d3', 'b2', 'b3', 'd2', 'b5', 'b6', 'b7', 'b8', 'b9'], ['f3', 'f6', 'l9', 'd4', 'd5', 'd6', 'd7', 'd8', 'd9']]"
996,"[['u7', 'u4', 'b7', 'u8', 'u5', 'l4', 'u9', 'u6', 'l1'], ['f1', 'f2', 'f3', 'd6', 'l5', 'l6', 'd3', 'b8', 'b9'], ['r1', 'r2', 'u1', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['b3', 'b6', 'r9', 'r4', 'r5', 'u2', 'f7', 'f8', 'u3'], ['d9', 'l2', 'l3', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'f9', 'r6', 'r3']]","['d', 'bp', 'u']","[['u7', 'u4', 'b7', 'u8', 'u5', 'l4', 'u9', 'u6', 'l1'], ['f1', 'f2', 'f3', 'd6', 'l5', 'l6', 'd3', 'b8', 'b9'], ['r1', 'r2', 'u1', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['b3', 'b6', 'r9', 'r4', 'r5', 'u2', 'f7', 'f8', 'u3'], ['d9', 'l2', 'l3', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'f9', 'r6', 'r3']]"
997,"[['r7', 'l4', 'l1', 'r8', 'u5', 'u6', 'r9', 'u8', 'u9'], ['d3', 'd6', 'd9', 'b8', 'l5', 'l2', 'b9', 'l6', 'l3'], ['b7', 'f2', 'f3', 'u4', 'f5', 'f6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'u1', 'r4', 'r5', 'u2', 'f7', 'f8', 'u3'], ['b3', 'b6', 'f9', 'b2', 'b5', 'd8', 'b1', 'b4', 'd7'], ['f1', 'd4', 'd1', 'f4', 'd5', 'd2', 'l7', 'r6', 'r3']]","['d', 'bp', 'l']","[['r7', 'l4', 'l1', 'r8', 'u5', 'u6', 'r9', 'u8', 'u9'], ['d3', 'd6', 'd9', 'b8', 'l5', 'l2', 'b9', 'l6', 'l3'], ['b7', 'f2', 'f3', 'u4', 'f5', 'f6', 'u7', 'l8', 'l9'], ['r1', 'r2', 'u1', 'r4', 'r5', 'u2', 'f7', 'f8', 'u3'], ['b3', 'b6', 'f9', 'b2', 'b5', 'd8', 'b1', 'b4', 'd7'], ['f1', 'd4', 'd1', 'f4', 'd5', 'd2', 'l7', 'r6', 'r3']]"
998,"[['b7', 'l4', 'l1', 'u4', 'u5', 'u6', 'b9', 'l6', 'l3'], ['d9', 'l2', 'd7', 'd6', 'l5', 'd4', 'd3', 'b8', 'd1'], ['l7', 'f4', 'f1', 'l8', 'f5', 'f2', 'l9', 'f6', 'f3'], ['u7', 'r2', 'u1', 'u8', 'r5', 'u2', 'u9', 'f8', 'u3'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['f7', 'r4', 'r1', 'd8', 'd5', 'd2', 'f9', 'r6', 'r3']]","['d', 'bp', 'f']","[['b7', 'l4', 'l1', 'u4', 'u5', 'u6', 'b9', 'l6', 'l3'], ['d9', 'l2', 'd7', 'd6', 'l5', 'd4', 'd3', 'b8', 'd1'], ['l7', 'f4', 'f1', 'l8', 'f5', 'f2', 'l9', 'f6', 'f3'], ['u7', 'r2', 'u1', 'u8', 'r5', 'u2', 'u9', 'f8', 'u3'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'b1', 'b4', 'r7'], ['f7', 'r4', 'r1', 'd8', 'd5', 'd2', 'f9', 'r6', 'r3']]"
999,"[['b7', 'l4', 'f3', 'u4', 'u5', 'f6', 'u7', 'u8', 'l9'], ['d9', 'l2', 'l3', 'd6', 'l5', 'l6', 'd3', 'b8', 'b9'], ['f1', 'f2', 'd1', 'f4', 'f5', 'd2', 'l7', 'l8', 'r3'], ['f7', 'r4', 'r1', 'f8', 'r5', 'r2', 'u3', 'u2', 'u1'], ['u9', 'b6', 'r9', 'u6', 'b5', 'r8', 'l1', 'b4', 'r7'], ['d7', 'd4', 'b1', 'd8', 'd5', 'b2', 'f9', 'r6', 'b3']]","['d', 'bp', 'r']","[['b7', 'l4', 'f3', 'u4', 'u5', 'f6', 'u7', 'u8', 'l9'], ['d9', 'l2', 'l3', 'd6', 'l5', 'l6', 'd3', 'b8', 'b9'], ['f1', 'f2', 'd1', 'f4', 'f5', 'd2', 'l7', 'l8', 'r3'], ['f7', 'r4', 'r1', 'f8', 'r5', 'r2', 'u3', 'u2', 'u1'], ['u9', 'b6', 'r9', 'u6', 'b5', 'r8', 'l1', 'b4', 'r7'], ['d7', 'd4', 'b1', 'd8', 'd5', 'b2', 'f9', 'r6', 'b3']]"
1000,"[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]","['d', 'bp', 'b']","[['u1', 'u2', 'u3', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['l1', 'l2', 'l3', 'l4', 'l5', 'l6', 'b7', 'b8', 'b9'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'l7', 'l8', 'l9'], ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'f7', 'f8', 'f9'], ['b1', 'b2', 'b3', 'b4', 'b5', 'b6', 'r7', 'r8', 'r9'], ['d7', 'd4', 'd1', 'd8', 'd5', 'd2', 'd9', 'd6', 'd3']]"
1001,"[['b7', 'l4', 'l1', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['d9', 'l2', 'l3', 'd6', 'l5', 'l6', 'b1', 'b4', 'r7'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'd3', 'b8', 'b9'], ['r1', 'r2', 'u1', 'r4', 'r5', 'u2', 'l7', 'l8', 'l9'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'f7', 'f8', 'u3'], ['f9', 'd8', 'd7', 'r6', 'd5', 'd4', 'r3', 'd2', 'd1']]","['d', 'bp', 'd']","[['b7', 'l4', 'l1', 'u4', 'u5', 'u6', 'u7', 'u8', 'u9'], ['d9', 'l2', 'l3', 'd6', 'l5', 'l6', 'b1', 'b4', 'r7'], ['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'd3', 'b8', 'b9'], ['r1', 'r2', 'u1', 'r4', 'r5', 'u2', 'l7', 'l8', 'l9'], ['b3', 'b6', 'r9', 'b2', 'b5', 'r8', 'f7', 'f8', 'u3'], ['f9', 'd8', 'd7', 'r6', 'd5', 'd4', 'r3', 'd2', 'd1']]"
